title,company,location,role,skills,link,duration,stipend,mode,source
Lead Data SDET,ASCENDING Inc.,"Fairfax, VA",Lead Data SDET,"Lead Data SDET, Scala, Java, Python, Spark, Spark SQL, AWS, EMR, S3, DynamoDB, Airflow, DBT, Data engineering, ETL, Crypto, Blockchain, Behaviour Driven Development, Quality Assurance",https://www.linkedin.com/jobs/view/lead-data-sdet-at-ascending-inc-3787774323,Remote,,,LinkedIn
"Data Research Analyst, gt.school (Remote) - $60,000/year USD",Crossover,"Stamford, CT","Data Research Analyst, gt.school (Remote) - $60,000/year USD","Generative AI, Python, JavaScript, JSON, OOP, Data Science, Machine Learning, Natural Language Processing, R, Algorithms, Product Development, Education Technology, Data Analytics, HighPerformance Coaching, Remote Work, Independent Contractor Agreement",https://www.linkedin.com/jobs/view/data-research-analyst-gt-school-remote-%2460-000-year-usd-at-crossover-3783185698,Remote,,,LinkedIn
"Data Scientist, gt.school (Remote) - $60,000/year USD",Crossover,"Stamford, CT","Data Scientist, gt.school (Remote) - $60,000/year USD","Python, JavaScript, JSON, R, OOP, Generative AI, AI, Data Science, Technology, Programming, SQL, Technical Writing, Communication, Stakeholder Management, Project Management, Data Analysis, Coaching, Agile",https://www.linkedin.com/jobs/view/data-scientist-gt-school-remote-%2460-000-year-usd-at-crossover-3783191135,Remote,,,LinkedIn
Data Engineer,SID Global Solutions,"Exton, PA",Data Engineer,"Data Engineering, SQL, Python, AWS, Redshift, MySQL, S3, Cloud Computing, Data Warehousing, Data Analysis, Data Visualization, Communication",https://www.linkedin.com/jobs/view/data-engineer-at-sid-global-solutions-3780000797,Onsite,,,LinkedIn
"Data Scientist (Hybrid- Exton, PA)",Spherix Global Insights,"Exton, PA","Data Scientist (Hybrid- Exton, PA)","Data Scientist, Statistics, Machine Learning, Predictive Analytics, Data Visualization, Data Extraction, Data Mining, SQL, Python, R, SAS, Business Intelligence, Data Architecture, Data Munging, Data Engineering, Data DeIdentification, Synthetic Data Generation, Healthcare Data, Electronic Health Records, Claims Data, PatientGenerated Data",https://www.linkedin.com/jobs/view/data-scientist-hybrid-exton-pa-at-spherix-global-insights-3787798881,Onsite,,,LinkedIn
Data Engineer(clinical/healthcare domain experience),Genzeon,"Exton, PA",Data Engineer(clinical/healthcare domain experience),,https://www.linkedin.com/jobs/view/data-engineer-clinical-healthcare-domain-experience-at-genzeon-3782260513,Remote,,,LinkedIn
Data Analyst III,Robert Half,"Exton, PA",Data Analyst III,,https://www.linkedin.com/jobs/view/data-analyst-iii-at-robert-half-3784858573,Remote,,,LinkedIn
Data Scientist,Smart TechLink Solutions Inc.,"Pennsburg, PA",Data Scientist,"Machine Learning, Deep Learning, Flask, RestAPI, Python, MySQL, SAS, R, Tableau, SPSS, STATA, SQL Database/Server, SQL Data Warehouse, Oracle, DB2, Netezza, Azure Data Lake Storage, Azure Blob Storage, Hadoop, Hive, Spark, GCP/Azure/AWS, Linux, NLP, Docker, CI/CD, YMAL, Advanced SQL, Amazon S3, Apache Kafka, DataLakes, Spark, NumPy, Pandas, ScikitLearn, SciPy, ggplot2, PyTorch, TensorFlow, Keras, Matplotlib, Seaborn Pyplot, Git, GitHub",https://www.linkedin.com/jobs/view/data-scientist-at-smart-techlink-solutions-inc-3747470902,Remote,,,LinkedIn
Data Reporting Team Lead,Piper Companies,"Oaks, PA",Data Reporting Team Lead,"SQL, Crystal Reports, Leadership, Communication, Project Management, OBIee, Cognos, PowerBI, Analytics, Business Intelligence, PL/SQL, Oracle, Azure, Data Visualization, Data Warehousing, ETL, Presentations, Requirement Gathering",https://www.linkedin.com/jobs/view/data-reporting-team-lead-at-piper-companies-3782803682,Hybrid,,,LinkedIn
Senior Data Engineer,hackajob,"Dundee, Scotland, United Kingdom",Senior Data Engineer,"AWS, Data Engineering, Data Infrastructure, Data Analytics, Business Intelligence, Data Architecture, Data Security, Cloud Computing, Python, Java, SQL, NoSQL, Linux, Hadoop, Spark, Docker, Kubernetes, Git, Agile, Scrum, Jira, Confluence",https://uk.linkedin.com/jobs/view/senior-data-engineer-at-hackajob-3780132480,Hybrid,,,LinkedIn
"Analyst, Data Operations",Digitas North America,"Boston, MA","Analyst, Data Operations","Data Analysis, Data Wrangling, SQL, Data Quality Assurance, Data Governance, Data Stewardship, Taxonomy Management, Process Improvement, Automation, Tableau, PowerBI, Google Data Studio, Python, R, Alteryx, Google Cloud, AWS",https://www.linkedin.com/jobs/view/analyst-data-operations-at-digitas-north-america-3784804382,Onsite,,,LinkedIn
"Senior Software Engineer, Data Platform","1upHealth, Inc.","Boston, MA","Senior Software Engineer, Data Platform","Java, Scala, Python, Typescript, Apache Kafka, Apache Spark, Apache Nifi, Apache Iceberg, Apache Airflow, Apache Hadoop, Apache Hive, Redshift, AWS, GCP, RESTful APIs, HL7, FHIR, Docker, Kubernetes, CI/CD, Kafka",https://www.linkedin.com/jobs/view/senior-software-engineer-data-platform-at-1uphealth-inc-3654520720,Remote,,,LinkedIn
Senior Data Engineer - 462,Braintrust,Greater Boston,Senior Data Engineer - 462,"Data Engineer, Scala, Spark, BigQuery, Airflow, Google Cloud Platform (GCP), GCS, Dataproc, Python, Scalding, Pyspark, Apache Beam",https://www.linkedin.com/jobs/view/senior-data-engineer-462-at-braintrust-3786553397,Hybrid,,,LinkedIn
Sr. Data Engineer,Cognizant,"Quincy, MA",Sr. Data Engineer,,https://www.linkedin.com/jobs/view/sr-data-engineer-at-cognizant-3647592743,Hybrid,,,LinkedIn
"Principal Data Engineer (Boston, MA)",Huxley,"Boston, MA","Principal Data Engineer (Boston, MA)","Python, SQL, PostgreSQL, Big Data, AWS, Snowflake, Redshift, S3, Lambda, Spark, Hadoop, Cloudnative environment, Big Data systems",https://www.linkedin.com/jobs/view/principal-data-engineer-boston-ma-at-huxley-3780198526,Hybrid,,,LinkedIn
Principal Data Engineer - Green Energy,Huxley,"Boston, MA",Principal Data Engineer - Green Energy,"Python, Data Software Development, AWS, Postgres, Data Integration, Data Lake",https://www.linkedin.com/jobs/view/principal-data-engineer-green-energy-at-huxley-3779831166,Hybrid,,,LinkedIn
Principal Snowflake Data Engineer,Motion Recruitment,"Boston, MA",Principal Snowflake Data Engineer,"Data Engineering, SnowFlake, Tableau, SQL, Airflow, Control M, Autosys, Python, Cloudnative application development, AWS, Azure, Informatica, Snaplogic, BI, REST, API Gateway, Agile",https://www.linkedin.com/jobs/view/principal-snowflake-data-engineer-at-motion-recruitment-3760765752,Hybrid,,,LinkedIn
Principal Data Platform Engineer,CarGurus,"Cambridge, MA",Principal Data Platform Engineer,"Python, SQL, Snowflake, Airflow, Kafka, Kinesis, Terraform, Cloudform, Ansible, Agile, ETL, ELT, dbt",https://www.linkedin.com/jobs/view/principal-data-platform-engineer-at-cargurus-3366858682,Hybrid,,,LinkedIn
"Senior Data Analyst, gt.school (Remote) - $60,000/year USD",Crossover,"Fort Collins, CO","Senior Data Analyst, gt.school (Remote) - $60,000/year USD","Python, JavaScript, JSON, OOP, Generative AI, Data Science, Machine Learning, Education Technology, EdTech, Natural Language Processing, NLP, AI Prompts, Data Analytics, Research, Product Development, Product Engineering, Software Engineering, Git, SQL, NoSQL, Cloud Computing",https://www.linkedin.com/jobs/view/senior-data-analyst-gt-school-remote-%2460-000-year-usd-at-crossover-3783185446,Remote,,,LinkedIn
Senior Data Engineer,"Geo Owl - GIS, Geospatial, and UAS Experts","Georgia, United States",Senior Data Engineer,"SAS, R, Java, C, MATLAB, Scala, Python, Pandas, Scikit, TensorFlow, Gensim, SQL, Machine learning, Data science, Data visualization, Data analytics",https://www.linkedin.com/jobs/view/senior-data-engineer-at-geo-owl-gis-geospatial-and-uas-experts-3767911467,Onsite,,,LinkedIn
Senior Data Protection Operations Engineer,BECU,"Georgia, United States",Senior Data Protection Operations Engineer,"Cybersecurity, Data protection, Compliance, Risk assessment, Incident response, Vendor management, Microsoft defender for endpoint, Microsoft defender for Identity, Microsoft cloud App Security, Microsoft defender for O365, PowerShell, Python, JAVA, Microsoft Defender ATP, Microsoft Threat Experts, EDR, Azure Sentinel, Splunk, CyberArk, IAAS, PAAS, Identity mgmt., Azure MFA, eDiscovery, Cloud infrastructure, AIP/MIP labels, Onpremises AIP scanner, TCP/IP, OSI network protocol stack",https://www.linkedin.com/jobs/view/senior-data-protection-operations-engineer-at-becu-3749162582,Remote,,,LinkedIn
Data Engineer IV - Max Digital (Data Operations),ACV Auctions,"Georgia, United States",Data Engineer IV - Max Digital (Data Operations),,https://www.linkedin.com/jobs/view/data-engineer-iv-max-digital-data-operations-at-acv-auctions-3762873776,Hybrid,,,LinkedIn
Supply Chain Data Analyst,Pep Boys,"Bala-Cynwyd, PA",Supply Chain Data Analyst,,https://www.linkedin.com/jobs/view/supply-chain-data-analyst-at-pep-boys-3742784232,Hybrid,,,LinkedIn
Senior Data Analyst,ClickJobs.io,"Creve Coeur, MO",Senior Data Analyst,"Data Analysis, Reporting, Survey Design, Data Integration, Data Warehousing, Data Quality, Data Visualization, SQL, Tableau, Python, R, AWS, Amazon RedShift, S3, AWS Glue, Drools, Power BI, Informatica MDM, Data Governance, Data Dictionary, Dashboarding, Data Modeling, Data Migration, Master Data Management, Data Catalog, Data Wrangling, Data storytelling, Statistical Analysis",https://www.linkedin.com/jobs/view/senior-data-analyst-at-clickjobs-io-3788843900,Onsite,,,LinkedIn
Senior Data Analyst- Deposits,Bank OZK,"Little Rock, AR",Senior Data Analyst- Deposits,"Relational databases, Financial data analysis, Data visualization, SAS EG, SAS Base, SQL, Python, SAS Visual Analytics, Power BI, Microsoft Word, Excel, PowerPoint",https://www.linkedin.com/jobs/view/senior-data-analyst-deposits-at-bank-ozk-3768671421,Onsite,,,LinkedIn
Senior Data Engineer,Globant,"Arkansas, United States",Senior Data Engineer,"Data Engineering, Data Platforms, Data Pipelines, Data Extraction, Data Transformation, Data Loading, Data Analysis, Data Modeling, Data Quality, Data Profiling, Data Cleansing, SQL, NoSQL, MongoDB, CosmosDB, Azure Databricks, Azure Data Factory, Azure SQL, Azure Synapse, Java, Python, Scala, Spark, Snowflake, AWS Cloud, Data Mesh, Data Analyst, Data Modeler, Database, Cloud",https://www.linkedin.com/jobs/view/senior-data-engineer-at-globant-3715675144,Hybrid,,,LinkedIn
Project Data Analyst,Fessler & Bowman,"Flushing, MI",Project Data Analyst,"Construction Project Coordination, Data Analysis, Procore, SalesForce, Bid2Win, Project Schedule, Excel, Tableau, pdf, Construction Management Software, Data Analysis Tools, Scheduling Tools",https://www.linkedin.com/jobs/view/project-data-analyst-at-fessler-bowman-3782302826,Onsite,,,LinkedIn
Senior Data Analyst,Jam City,"Carlsbad, CA",Senior Data Analyst,"Data Analysis, Data Visualization, Business Intelligence, Data Mining, Forecasting, Machine Learning, Statistics, Time Series Analysis, Clustering, Multivariable Regression, SQL, Tableau, Excel, Google Sheets, Mathematics, Computer Science, Business",https://www.linkedin.com/jobs/view/senior-data-analyst-at-jam-city-3701056393,Hybrid,,,LinkedIn
Senior Data Engineer,Scout,"Hammersmith, England, United Kingdom",Senior Data Engineer,"SQL, Python, Java, C++, Scala, Bash, Airflow, Azkaban, DataOps, ETL, Data Warehousing, Machine Learning, AWS, Snowflake, Redshift, BigQuery, Azure, Data Pipelines, Data Modeling, Data Analytics, Data Science, Data Integration, Data Quality, Data Governance, Data Security, Data Privacy",https://uk.linkedin.com/jobs/view/senior-data-engineer-at-scout-3766649874,Hybrid,,,LinkedIn
Data Engineer,Nominet,"Oxford, England, United Kingdom",Data Engineer,"Data Engineering, AWS, Hadoop, Databricks, Data Pipelines, Software Development, Data Security, Cybersecurity, Threat Intelligence, ETL, Data Extraction, Data Transformation, Data Loading",https://uk.linkedin.com/jobs/view/data-engineer-at-nominet-3768204137,Hybrid,,,LinkedIn
Lead Data Analyst,hackajob,"Reading, England, United Kingdom",Lead Data Analyst,"Statistics, Data Analysis, Machine Learning, R, Python, MATLAB, Team Leadership, Mentoring, Project Management, Budget Management, Stakeholder Engagement, Recruitment, Coaching",https://uk.linkedin.com/jobs/view/lead-data-analyst-at-hackajob-3784539660,Hybrid,,,LinkedIn
Data Architect m/f,HP,Greater Reading Area,Data Architect m/f,"Machine learning, Python, SQL, NoSQL, Spark, pyspark, Databricks, Pandas, Dataiku DSS, Data modeling, Data integration, Software architecture, Data engineering architecture, Agile methodologies",https://uk.linkedin.com/jobs/view/data-architect-m-f-at-hp-3785306049,Hybrid,,,LinkedIn
Mobile Data Services Engineer,Randstad Sourceright,"Slough, England, United Kingdom",Mobile Data Services Engineer,"Mobile telecoms, Incident management, Stakeholder communications, Vendor management, 3rd line support, IP networking, Packet core, MME, EPG, SGW, AMF, SMF, UPF, DNS, PCF, PCRF, VoLTE, VoWIFI, Endtoend systems infrastructure, Service performance troubleshooting, Application performance troubleshooting, Network performance troubleshooting, Complex packet call flows, Telecommunication systems, Openstack, Kubernetes",https://uk.linkedin.com/jobs/view/mobile-data-services-engineer-at-randstad-sourceright-3779848935,Hybrid,,,LinkedIn
Lead Data Engineer - Hybrid,Incendia Partners,"Boston, MA",Lead Data Engineer - Hybrid,"Data Engineering, Agile, SDLC, DevOps, Cloud, Data Integration, Data Warehouse, Data Modeling, Data Analytics, Snowflake, Cloud Native Databases, Unified Data Management Architecture, Data Mesh Architecture, EventDriven Architecture, RealTime Data Flows, NonRelational Repositories, Data Virtualization",https://www.linkedin.com/jobs/view/lead-data-engineer-hybrid-at-incendia-partners-3724314055,Onsite,,,LinkedIn
Senior Data Engineer,Syrinx Consulting,"Boston, MA",Senior Data Engineer,"Data Engineering, Data Warehousing, Data Pipeline Creation, Data Quality Management, System Reliability, Job Orchestration, Data Ops, Data Modeling, Data Catalogs, Data Security, ETL Technologies, Talend, Informatica, Matillion, AWS Technologies, Redshift, S3, IAM, Kinesis, Lambda, EMR, Spark, Hive, SQL, Looker, Python, Jupyter, R, Java",https://www.linkedin.com/jobs/view/senior-data-engineer-at-syrinx-consulting-3682867988,Onsite,,,LinkedIn
Senior Data Engineer (Sportsbook),DraftKings Inc.,"Boston, MA",Senior Data Engineer (Sportsbook),"Data Modeling, Data Transformation, Business Intelligence, Analytics, Data Warehousing, SQL, ELT Pipelines, Agile Development, Software Engineering, Version Control, Cloud Computing, AWS, Snowflake, Airflow, Python, Kafka, MySQL, Tableau, PagerDuty, DataDog, Jira, Confluence, Bitbucket, Alation, SOX Compliance",https://www.linkedin.com/jobs/view/senior-data-engineer-sportsbook-at-draftkings-inc-3782382751,Onsite,,,LinkedIn
Lead Data Engineer,Zelis,"Boston, MA",Lead Data Engineer,"Streaming processing, Batch processing, Reusable components, Frameworks, Libraries, POCs, Data management, Data quality, Data optimization, Workflow scheduling, Continuous integration, Testdriven development, Production deployment, Data engineering, Data structures, Design patterns, Performance tuning, Troubleshooting, Root cause analysis, Team leadership, Mentoring, Agile development, Git, Azure DevOps, Jira, Confluence, SQL, TSQL, Indexes, Stored procedures, Triggers, Functions, Views, Data warehouse design, Data warehouse implementation, Data marts, Data Lake, Data Factory, Business analysis, Project management, Attention to detail",https://www.linkedin.com/jobs/view/lead-data-engineer-at-zelis-3767529298,Onsite,,,LinkedIn
Data Analyst/BI Engineer #: 23-19298,"TalentBurst, an Inc 5000 company","Boston, MA",Data Analyst/BI Engineer #: 23-19298,"Data Warehousing, Business Intelligence, Reporting, Analytics, Dashboards, SQL, DAX, Power BI, Snowflake, Redshift, Snowpipe, Snowpark, Pentaho, Informatica, ETL, System Analysis, IT Standards and Controls",https://www.linkedin.com/jobs/view/data-analyst-bi-engineer-%23-23-19298-at-talentburst-an-inc-5000-company-3773596325,Onsite,,,LinkedIn
